"State","NAMELSAD","STATEFP","COUNTYFP","NAME","pop","Region_Transport","Region_EMM","Region_Electricity_EIA","Region_ecoinvent_detail","Region_ecoinvent"
"Washington","Clark County","53","011","Clark",521150,"Pacific","NWPP","Western Electricity Coordinating Council / Northwest Power Pool Area","WECC Northwest","US-WECC"
"Wisconsin","Price County","55","099","Price",14102,"East North Central","MISW","Midcontinent / West","MRO West","US-MRO"
"Indiana","Miami County","18","103","Miami",35402,"East North Central","PJMW","PJM / West","RFC West","US-RFC"
"Kansas","Ellsworth County","20","053","Ellsworth",6357,"West North Central","SPPC","Southwest Power Pool / Central","SPP North","US-MRO"
"Louisiana","West Carroll Parish","22","123","West Carroll",9323,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC"
"Florida","Liberty County","12","077","Liberty",7706,"South Atlantic","FRCC","Florida Reliability Coordinating Council","FRCC All","US-SERC"
"Kansas","Hodgeman County","20","083","Hodgeman",1655,"West North Central","SPPC","Southwest Power Pool / Central","SPP North","US-MRO"
"Kansas","Meade County","20","119","Meade",3911,"West North Central","SPPC","Southwest Power Pool / Central","SPP North","US-MRO"
"Kentucky","McLean County","21","149","McLean",9054,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC"
"Mississippi","Adams County","28","001","Adams",28746,"East South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC"
"Mississippi","Itawamba County","28","057","Itawamba",24093,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC"
"Kentucky","Franklin County","21","073","Franklin",51644,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC"
"Maine","Hancock County","23","009","Hancock",56526,"New England","ISNE","Northeast Power Coordinating Council / New England","NPCC New England","US-NPCC"
"Maine","Knox County","23","013","Knox",40977,"New England","ISNE","Northeast Power Coordinating Council / New England","NPCC New England","US-NPCC"
"Georgia","Newton County","13","217","Newton",120135,"South Atlantic","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC"
"South Dakota","Faulk County","46","049","Faulk",2151,"West North Central","SPPN","Southwest Power Pool / North","MRO West","US-MRO"
"Michigan","Houghton County","26","061","Houghton",37599,"East North Central","MISW","Midcontinent / West","MRO East","US-MRO"
"Montana","Mineral County","30","061","Mineral",5090,"Mountain","NWPP","Western Electricity Coordinating Council / Northwest Power Pool Area","WECC Northwest","US-WECC"
"Tennessee","Franklin County","47","051","Franklin",44654,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC"
"Louisiana","Concordia Parish","22","029","Concordia",17688,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC"
"Louisiana","Livingston Parish","22","063","Livingston",150145,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC"
"Massachusetts","Essex County","25","009","Essex",810089,"New England","ISNE","Northeast Power Coordinating Council / New England","NPCC New England","US-NPCC"
"South Dakota","Butte County","46","019","Butte",10863,"West North Central","RMRG","Western Electricity Coordinating Council / Rockies","WECC Rockies","US-WECC"
"Colorado","Douglas County","08","035","Douglas",383906,"Mountain","RMRG","Western Electricity Coordinating Council / Rockies","WECC Rockies","US-WECC"
"South Carolina","Richland County","45","079","Richland",425138,"South Atlantic","SRCA","SERC Reliability Corporation / East","SERC Virginia/Carolina","US-SERC"
"Indiana","Madison County","18","095","Madison",132504,"East North Central","PJMW","PJM / West","RFC West","US-RFC"
"Oklahoma","Murray County","40","099","Murray",13754,"West South Central","SPPS","Southwest Power Pool / South","SPP South","US-MRO"
"West Virginia","Brooke County","54","009","Brooke",21373,"South Atlantic","PJMW","PJM / West","RFC West","US-RFC"
"West Virginia","Calhoun County","54","013","Calhoun",5959,"South Atlantic","PJMW","PJM / West","RFC West","US-RFC"
"Virginia","Bland County","51","021","Bland",6179,"South Atlantic","PJMW","PJM / West","RFC West","US-RFC"
"Montana","Yellowstone County","30","111","Yellowstone",170843,"Mountain","NWPP","Western Electricity Coordinating Council / Northwest Power Pool Area","WECC Northwest","US-WECC"
"West Virginia","Lincoln County","54","043","Lincoln",19701,"South Atlantic","PJMW","PJM / West","RFC West","US-RFC"
"California","Lake County","06","033","Lake",67878,"Pacific","CANO","Western Electricity Coordinating Council / California North","WECC California","US-WECC"
"Georgia","Grady County","13","131","Grady",26066,"South Atlantic","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC"
"Colorado","Conejos County","08","021","Conejos",7521,"Mountain","RMRG","Western Electricity Coordinating Council / Rockies","WECC Rockies","US-WECC"
"Utah","San Juan County","49","037","San Juan",14358,"Mountain","BASIN","Western Electricity Coordinating Council / Basin","WECC Rockies","US-WECC"
"Indiana","Putnam County","18","133","Putnam",37567,"East North Central","MISC","Midcontinent / Central","RFC West","US-RFC"
"Idaho","Gooding County","16","047","Gooding",16061,"Mountain","BASIN","Western Electricity Coordinating Council / Basin","WECC Northwest","US-WECC"
"Tennessee","Tipton County","47","167","Tipton",62015,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC"
"Louisiana","West Baton Rouge Parish","22","121","West Baton Rouge",28266,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC"
"Missouri","Putnam County","29","171","Putnam",4638,"West North Central","MISC","Midcontinent / Central","SERC Midwest","US-SERC"
"Wyoming","Teton County","56","039","Teton",23232,"Mountain","BASIN","Western Electricity Coordinating Council / Basin","WECC Northwest","US-WECC"
"Wisconsin","Grant County","55","043","Grant",51409,"East North Central","MISW","Midcontinent / West","MRO East","US-MRO"
"North Dakota","Morton County","38","059","Morton",33895,"West North Central","SPPN","Southwest Power Pool / North","MRO West","US-MRO"
"North Carolina","Chowan County","37","041","Chowan",13891,"South Atlantic","PJMD","PJM / Dominion","SERC Virginia/Carolina","US-SERC"
"North Carolina","Buncombe County","37","021","Buncombe",275901,"South Atlantic","SRCA","SERC Reliability Corporation / East","SERC Virginia/Carolina","US-SERC"
"California","Plumas County","06","063","Plumas",19131,"Pacific","CANO","Western Electricity Coordinating Council / California North","WECC California","US-WECC"
"Virginia","Petersburg city","51","730","Petersburg",33309,"South Atlantic","PJMD","PJM / Dominion","SERC Virginia/Carolina","US-SERC"
"Vermont","Washington County","50","023","Washington",60142,"New England","ISNE","Northeast Power Coordinating Council / New England","NPCC New England","US-NPCC"
"South Dakota","Meade County","46","093","Meade",30954,"West North Central","SPPN","Southwest Power Pool / North","WECC Rockies","US-WECC"
"Indiana","Marion County","18","097","Marion",968460,"East North Central","MISC","Midcontinent / Central","RFC West","US-RFC"
"Arkansas","Chicot County","05","017","Chicot",9538,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC"
"Georgia","Bibb County","13","021","Bibb",156512,"South Atlantic","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC"
"Arkansas","Pope County","05","115","Pope",64593,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC"
"Virginia","Southampton County","51","175","Southampton",17975,"South Atlantic","PJMD","PJM / Dominion","SERC Virginia/Carolina","US-SERC"
"Texas","Gregg County","48","183","Gregg",126243,"West South Central","SPPS","Southwest Power Pool / South","SPP South","US-MRO"
"New York","Rockland County","36","087","Rockland",340807,"Middle Atlantic","NYUP","Northeast Power Coordinating Council / Upstate New York","NPCC Upstate NY","US-NPCC"
"Arkansas","Marion County","05","089","Marion",17514,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC"
"Virginia","Suffolk city","51","800","Suffolk",100659,"South Atlantic","PJMD","PJM / Dominion","SERC Virginia/Carolina","US-SERC"
"Colorado","El Paso County","08","041","El Paso",744215,"Mountain","RMRG","Western Electricity Coordinating Council / Rockies","WECC Rockies","US-WECC"
"Missouri","St. Francois County","29","187","St. Francois",67058,"West North Central","MISC","Midcontinent / Central","SERC Midwest","US-SERC"
"Texas","Ward County","48","475","Ward",10966,"West South Central","TRE","Texas Reliability Entity","ERCOT All","US-TRE"
"Colorado","Kiowa County","08","061","Kiowa",1384,"Mountain","RMRG","Western Electricity Coordinating Council / Rockies","WECC Rockies","US-WECC"
"Texas","Wilbarger County","48","487","Wilbarger",12522,"West South Central","TRE","Texas Reliability Entity","SPP South","US-MRO"
"Oregon","Curry County","41","015","Curry",23296,"Pacific","NWPP","Western Electricity Coordinating Council / Northwest Power Pool Area","WECC Northwest","US-WECC"
"Colorado","Teller County","08","119","Teller",24617,"Mountain","RMRG","Western Electricity Coordinating Council / Rockies","WECC Rockies","US-WECC"
"Missouri","Clinton County","29","049","Clinton",21548,"West North Central","SPPC","Southwest Power Pool / Central","SPP North","US-MRO"
"Utah","Wasatch County","49","051","Wasatch",37144,"Mountain","BASIN","Western Electricity Coordinating Council / Basin","WECC Northwest","US-WECC"
"Idaho","Caribou County","16","029","Caribou",7219,"Mountain","BASIN","Western Electricity Coordinating Council / Basin","WECC Northwest","US-WECC"
"North Carolina","Rockingham County","37","157","Rockingham",92518,"South Atlantic","SRCA","SERC Reliability Corporation / East","SERC Virginia/Carolina","US-SERC"
"Arkansas","Prairie County","05","117","Prairie",8036,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC"
"Arkansas","Bradley County","05","011","Bradley",10104,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC"
"Texas","Hamilton County","48","193","Hamilton",8619,"West South Central","TRE","Texas Reliability Entity","ERCOT All","US-TRE"
"Maryland","Caroline County","24","011","Caroline",33593,"South Atlantic","PJME","PJM / East","RFC East","US-RFC"
"Minnesota","Douglas County","27","041","Douglas",39953,"West North Central","MISW","Midcontinent / West","MRO West","US-MRO"
"Montana","Jefferson County","30","043","Jefferson",13048,"Mountain","NWPP","Western Electricity Coordinating Council / Northwest Power Pool Area","WECC Northwest","US-WECC"
"Virginia","Fairfax County","51","059","Fairfax",1141878,"South Atlantic","PJMD","PJM / Dominion","SERC Virginia/Carolina","US-SERC"
"Montana","Deer Lodge County","30","023","Deer Lodge",9673,"Mountain","NWPP","Western Electricity Coordinating Council / Northwest Power Pool Area","WECC Northwest","US-WECC"
"Tennessee","Anderson County","47","001","Anderson",80234,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC"
"Ohio","Huron County","39","077","Huron",58199,"East North Central","PJMW","PJM / West","RFC West","US-RFC"
"Georgia","Bacon County","13","005","Bacon",11124,"South Atlantic","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC"
"Delaware","Kent County","10","001","Kent",189789,"South Atlantic","PJME","PJM / East","RFC East","US-RFC"
"Ohio","Wood County","39","173","Wood",132650,"East North Central","PJMW","PJM / West","RFC West","US-RFC"
"Georgia","Jackson County","13","157","Jackson",88615,"South Atlantic","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC"
"Kansas","Anderson County","20","003","Anderson",7838,"West North Central","SPPC","Southwest Power Pool / Central","SPP North","US-MRO"
"Illinois","Knox County","17","095","Knox",48411,"East North Central","MISC","Midcontinent / Central","SERC Midwest","US-SERC"
"Montana","Wheatland County","30","107","Wheatland",2057,"Mountain","NWPP","Western Electricity Coordinating Council / Northwest Power Pool Area","WECC Northwest","US-WECC"
"Tennessee","Cannon County","47","015","Cannon",15063,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC"
"Maine","Franklin County","23","007","Franklin",30828,"New England","ISNE","Northeast Power Coordinating Council / New England","NPCC New England","US-NPCC"
"Kentucky","Menifee County","21","165","Menifee",6286,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC"
"South Dakota","McPherson County","46","089","McPherson",2334,"West North Central","SPPN","Southwest Power Pool / North","MRO West","US-MRO"
"Colorado","Gunnison County","08","051","Gunnison",17321,"Mountain","RMRG","Western Electricity Coordinating Council / Rockies","WECC Rockies","US-WECC"
"Michigan","Charlevoix County","26","029","Charlevoix",26159,"East North Central","MISE","Midcontinent / East","RFC Michigan","US-RFC"
"Minnesota","Swift County","27","151","Swift",9719,"West North Central","SPPN","Southwest Power Pool / North","MRO West","US-MRO"
"Ohio","Seneca County","39","147","Seneca",54527,"East North Central","PJMW","PJM / West","RFC West","US-RFC"
"Georgia","Tattnall County","13","267","Tattnall",24296,"South Atlantic","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC"
"Texas","Stephens County","48","429","Stephens",9343,"West South Central","TRE","Texas Reliability Entity","ERCOT All","US-TRE"
"North Carolina","Martin County","37","117","Martin",21447,"South Atlantic","PJMD","PJM / Dominion","SERC Virginia/Carolina","US-SERC"
"Montana","Ravalli County","30","081","Ravalli",47738,"Mountain","NWPP","Western Electricity Coordinating Council / Northwest Power Pool Area","WECC Northwest","US-WECC"
"Georgia","Wilkes County","13","317","Wilkes",9518,"South Atlantic","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC"
"Washington","Lincoln County","53","043","Lincoln",11738,"Pacific","NWPP","Western Electricity Coordinating Council / Northwest Power Pool Area","WECC Northwest","US-WECC"
