"Scenario","Year","State","vehSize","total_gallons"
"Ambitious",2026,"Oregon","Light Truck",80396141.2472819
"Ambitious",2026,"Pennsylvania","Car",53812392.2504321
"Ambitious",2026,"Pennsylvania","Light Truck",125073668.978057
"Ambitious",2026,"Rhode Island","Car",4742581.72672358
"Ambitious",2026,"Rhode Island","Light Truck",11509864.065616
"Ambitious",2026,"South Carolina","Car",18330053.2266353
"Ambitious",2026,"South Carolina","Light Truck",38907152.9694089
"Ambitious",2026,"South Dakota","Car",1859131.70459036
"Ambitious",2026,"South Dakota","Light Truck",4580082.03647211
"Ambitious",2026,"Tennessee","Car",26819122.5005897
"Ambitious",2026,"Tennessee","Light Truck",58823091.7521281
"Ambitious",2026,"Texas","Car",171229546.493643
"Ambitious",2026,"Texas","Light Truck",379940480.371306
"Ambitious",2026,"Utah","Car",25659165.2486514
"Ambitious",2026,"Utah","Light Truck",61328580.3497952
"Ambitious",2026,"Vermont","Car",5315346.76998444
"Ambitious",2026,"Vermont","Light Truck",12960515.5154858
"Ambitious",2026,"Virginia","Car",60861879.2756914
"Ambitious",2026,"Virginia","Light Truck",128811194.015385
"Ambitious",2026,"Washington","Car",105184045.828781
"Ambitious",2026,"Washington","Light Truck",208089962.295993
"Ambitious",2026,"West Virginia","Car",3469847.38970424
"Ambitious",2026,"West Virginia","Light Truck",7392170.63502715
"Ambitious",2026,"Wisconsin","Car",22403755.4118403
"Ambitious",2026,"Wisconsin","Light Truck",53744828.7510809
"Ambitious",2026,"Wyoming","Car",1201726.1533293
"Ambitious",2026,"Wyoming","Light Truck",2841546.99721746
"Ambitious",2027,"Alabama","Car",18810954.8381714
"Ambitious",2027,"Alabama","Light Truck",42123220.622266
"Ambitious",2027,"Alaska","Car",3567519.52317992
"Ambitious",2027,"Alaska","Light Truck",7475419.26335034
"Ambitious",2027,"Arizona","Car",69610545.5895952
"Ambitious",2027,"Arizona","Light Truck",167928810.779286
"Ambitious",2027,"Arkansas","Car",10200797.5167019
"Ambitious",2027,"Arkansas","Light Truck",23364162.7867591
"Ambitious",2027,"California","Car",918813426.513012
"Ambitious",2027,"California","Light Truck",1883681694.72663
"Ambitious",2027,"Colorado","Car",80665824.4747528
"Ambitious",2027,"Colorado","Light Truck",194448694.770349
"Ambitious",2027,"Connecticut","Car",29014002.5036992
"Ambitious",2027,"Connecticut","Light Truck",68918409.2060704
"Ambitious",2027,"Delaware","Car",8905694.77474983
"Ambitious",2027,"Delaware","Light Truck",19400299.0686766
"Ambitious",2027,"District of Columbia","Car",6696686.36345756
"Ambitious",2027,"District of Columbia","Light Truck",14533385.3994305
"Ambitious",2027,"Florida","Car",239058057.43794
"Ambitious",2027,"Florida","Light Truck",519711861.813744
"Ambitious",2027,"Georgia","Car",93015872.5535823
"Ambitious",2027,"Georgia","Light Truck",202462454.859518
"Ambitious",2027,"Hawaii","Car",17675121.919118
"Ambitious",2027,"Hawaii","Light Truck",36261762.5947374
"Ambitious",2027,"Idaho","Car",9803589.26856231
"Ambitious",2027,"Idaho","Light Truck",23610665.7570004
"Ambitious",2027,"Illinois","Car",98610728.3941808
"Ambitious",2027,"Illinois","Light Truck",235433706.154035
"Ambitious",2027,"Indiana","Car",31869889.8864968
"Ambitious",2027,"Indiana","Light Truck",75529540.5097714
"Ambitious",2027,"Iowa","Car",12529441.8908035
"Ambitious",2027,"Iowa","Light Truck",30541542.2352368
"Ambitious",2027,"Kansas","Car",13487097.5648155
"Ambitious",2027,"Kansas","Light Truck",33024203.5954883
"Ambitious",2027,"Kentucky","Car",17473023.3833542
"Ambitious",2027,"Kentucky","Light Truck",39123543.8120288
"Ambitious",2027,"Louisiana","Car",13334617.0679363
"Ambitious",2027,"Louisiana","Light Truck",30596788.3589245
"Ambitious",2027,"Maine","Car",8527060.98368917
"Ambitious",2027,"Maine","Light Truck",20160548.5473881
"Ambitious",2027,"Maryland","Car",71919656.2983575
"Ambitious",2027,"Maryland","Light Truck",156366453.51473
"Ambitious",2027,"Massachusetts","Car",69211710.9224179
"Ambitious",2027,"Massachusetts","Light Truck",164548255.788744
"Ambitious",2027,"Michigan","Car",58869488.9181911
"Ambitious",2027,"Michigan","Light Truck",139940450.433887
"Ambitious",2027,"Minnesota","Car",41189819.1728881
"Ambitious",2027,"Minnesota","Light Truck",101526298.58224
"Ambitious",2027,"Mississippi","Car",7962279.68188144
"Ambitious",2027,"Mississippi","Light Truck",17875578.2229091
"Ambitious",2027,"Missouri","Car",30749595.0555583
"Ambitious",2027,"Missouri","Light Truck",75428324.1455188
"Ambitious",2027,"Montana","Car",5484608.72957685
"Ambitious",2027,"Montana","Light Truck",13213763.4425542
"Ambitious",2027,"Nebraska","Car",8870421.89811252
"Ambitious",2027,"Nebraska","Light Truck",21689247.9149744
"Ambitious",2027,"Nevada","Car",38921304.4608532
"Ambitious",2027,"Nevada","Light Truck",93888706.8644366
"Ambitious",2027,"New Hampshire","Car",9734072.85405155
"Ambitious",2027,"New Hampshire","Light Truck",23089440.1984816
"Ambitious",2027,"New Jersey","Car",125241823.982941
"Ambitious",2027,"New Jersey","Light Truck",289558391.467092
"Ambitious",2027,"New Mexico","Car",10970076.2243724
"Ambitious",2027,"New Mexico","Light Truck",26424100.5013562
"Ambitious",2027,"New York","Car",143584396.846768
"Ambitious",2027,"New York","Light Truck",330778497.876209
"Ambitious",2027,"North Carolina","Car",75794487.8395401
"Ambitious",2027,"North Carolina","Light Truck",165343334.187678
"Ambitious",2027,"North Dakota","Car",2505448.95875367
"Ambitious",2027,"North Dakota","Light Truck",6035892.79101448
"Ambitious",2027,"Ohio","Car",58797590.8949695
"Ambitious",2027,"Ohio","Light Truck",139518206.510775
"Ambitious",2027,"Oklahoma","Car",22806696.6128046
"Ambitious",2027,"Oklahoma","Light Truck",51895157.6079174
"Ambitious",2027,"Oregon","Car",53120243.2614064
"Ambitious",2027,"Oregon","Light Truck",109362258.535188
"Ambitious",2027,"Pennsylvania","Car",77378770.6223649
"Ambitious",2027,"Pennsylvania","Light Truck",178117080.07754
"Ambitious",2027,"Rhode Island","Car",6845141.97120531
"Ambitious",2027,"Rhode Island","Light Truck",16199009.4328795
"Ambitious",2027,"South Carolina","Car",26401882.6234216
"Ambitious",2027,"South Carolina","Light Truck",57821199.161926
"Ambitious",2027,"South Dakota","Car",2980848.64873178
"Ambitious",2027,"South Dakota","Light Truck",7218559.60517683
"Ambitious",2027,"Tennessee","Car",38365679.7066666
"Ambitious",2027,"Tennessee","Light Truck",85724921.8831761
"Ambitious",2027,"Texas","Car",235608617.057573
"Ambitious",2027,"Texas","Light Truck",535433152.771383
"Ambitious",2027,"Utah","Car",34655241.6250247
"Ambitious",2027,"Utah","Light Truck",83565911.4692522
"Ambitious",2027,"Vermont","Car",7327328.68560258
"Ambitious",2027,"Vermont","Light Truck",17438523.137401
"Ambitious",2027,"Virginia","Car",82277088.8278742
"Ambitious",2027,"Virginia","Light Truck",178992000.339749
"Ambitious",2027,"Washington","Car",136799541.64596
"Ambitious",2027,"Washington","Light Truck",281624187.185354
"Ambitious",2027,"West Virginia","Car",5452513.956138
"Ambitious",2027,"West Virginia","Light Truck",12037524.5680692
"Ambitious",2027,"Wisconsin","Car",32876186.6484035
"Ambitious",2027,"Wisconsin","Light Truck",77940662.7770245
"Ambitious",2027,"Wyoming","Car",1888981.71238365
"Ambitious",2027,"Wyoming","Light Truck",4543999.4074041
"Ambitious",2028,"Alabama","Car",27217373.266836
"Ambitious",2028,"Alabama","Light Truck",62664329.6211609
"Ambitious",2028,"Alaska","Car",5047096.79744768
"Ambitious",2028,"Alaska","Light Truck",10917298.0121813
"Ambitious",2028,"Arizona","Car",90858470.0157939
"Ambitious",2028,"Arizona","Light Truck",221891154.50367
"Ambitious",2028,"Arkansas","Car",14934015.7695151
"Ambitious",2028,"Arkansas","Light Truck",35345524.8842647
"Ambitious",2028,"California","Car",1141510129.5095
"Ambitious",2028,"California","Light Truck",2402508265.86287
"Ambitious",2028,"Colorado","Car",103992921.299527
"Ambitious",2028,"Colorado","Light Truck",253715136.193391
"Ambitious",2028,"Connecticut","Car",38967623.9998569
"Ambitious",2028,"Connecticut","Light Truck",92252166.0777571
"Ambitious",2028,"Delaware","Car",11766883.2791065
"Ambitious",2028,"Delaware","Light Truck",26320993.8024367
"Ambitious",2028,"District of Columbia","Car",8678960.60823907
"Ambitious",2028,"District of Columbia","Light Truck",19329022.1536093
"Ambitious",2028,"Florida","Car",310347748.436689
"Ambitious",2028,"Florida","Light Truck",692156067.514422
"Ambitious",2028,"Georgia","Car",122562408.734513
"Ambitious",2028,"Georgia","Light Truck",273962630.578144
"Ambitious",2028,"Hawaii","Car",22385426.7241875
"Ambitious",2028,"Hawaii","Light Truck",47240184.4595092
"Ambitious",2028,"Idaho","Car",13709842.5992949
"Ambitious",2028,"Idaho","Light Truck",33549080.9106907
"Ambitious",2028,"Illinois","Car",133368247.085454
"Ambitious",2028,"Illinois","Light Truck",316221964.495499
"Ambitious",2028,"Indiana","Car",45543076.4460537
"Ambitious",2028,"Indiana","Light Truck",107383921.945903
"Ambitious",2028,"Iowa","Car",18296520.0173685
"Ambitious",2028,"Iowa","Light Truck",44757213.8323747
"Ambitious",2028,"Kansas","Car",19164774.9949956
"Ambitious",2028,"Kansas","Light Truck",47008056.8513763
"Ambitious",2028,"Kentucky","Car",25220624.6409122
"Ambitious",2028,"Kentucky","Light Truck",58055686.4473427
"Ambitious",2028,"Louisiana","Car",19928900.6895409
"Ambitious",2028,"Louisiana","Light Truck",47291081.6269187
"Ambitious",2028,"Maine","Car",11838239.17435
"Ambitious",2028,"Maine","Light Truck",27934591.5482498
"Ambitious",2028,"Maryland","Car",93180961.5304689
"Ambitious",2028,"Maryland","Light Truck",207797547.253409
"Ambitious",2028,"Massachusetts","Car",91800843.3555488
"Ambitious",2028,"Massachusetts","Light Truck",217481439.602952
"Ambitious",2028,"Michigan","Car",82124713.4596712
"Ambitious",2028,"Michigan","Light Truck",194075006.050121
"Ambitious",2028,"Minnesota","Car",56211540.5889818
"Ambitious",2028,"Minnesota","Light Truck",138472754.799495
"Ambitious",2028,"Mississippi","Car",12178228.0403828
"Ambitious",2028,"Mississippi","Light Truck",28179628.7729873
"Ambitious",2028,"Missouri","Car",43240394.8138897
"Ambitious",2028,"Missouri","Light Truck",106181942.153026
"Ambitious",2028,"Montana","Car",7730786.23713429
"Ambitious",2028,"Montana","Light Truck",18928225.0238189
"Ambitious",2028,"Nebraska","Car",12691473.1680288
"Ambitious",2028,"Nebraska","Light Truck",31102994.4289924
"Ambitious",2028,"Nevada","Car",50236985.0670103
"Ambitious",2028,"Nevada","Light Truck",122623699.123042
"Ambitious",2028,"New Hampshire","Car",13271821.2142468
"Ambitious",2028,"New Hampshire","Light Truck",31386713.6583253
"Ambitious",2028,"New Jersey","Car",162948025.853748
"Ambitious",2028,"New Jersey","Light Truck",377075485.899827
"Ambitious",2028,"New Mexico","Car",15189331.1635839
"Ambitious",2028,"New Mexico","Light Truck",37157629.3846286
"Ambitious",2028,"New York","Car",194941336.933033
"Ambitious",2028,"New York","Light Truck",450189605.021538
"Ambitious",2028,"North Carolina","Car",101658748.05983
"Ambitious",2028,"North Carolina","Light Truck",227905602.822224
"Ambitious",2028,"North Dakota","Car",3839446.26936474
"Ambitious",2028,"North Dakota","Light Truck",9329827.00147192
"Ambitious",2028,"Ohio","Car",83225042.1987484
"Ambitious",2028,"Ohio","Light Truck",196408739.061047
"Ambitious",2028,"Oklahoma","Car",31021501.6139887
"Ambitious",2028,"Oklahoma","Light Truck",72689044.7501602
"Ambitious",2028,"Oregon","Car",67876393.4100521
"Ambitious",2028,"Oregon","Light Truck",143728476.835245
"Ambitious",2028,"Pennsylvania","Car",106926258.871386
"Ambitious",2028,"Pennsylvania","Light Truck",246835902.455239
"Ambitious",2028,"Rhode Island","Car",9431921.58450923
"Ambitious",2028,"Rhode Island","Light Truck",22270549.5229408
"Ambitious",2028,"South Carolina","Car",36751397.8032598
"Ambitious",2028,"South Carolina","Light Truck",82854488.754385
"Ambitious",2028,"South Dakota","Car",4508931.33311653
"Ambitious",2028,"South Dakota","Light Truck",10988760.578214
"Ambitious",2028,"Tennessee","Car",52856852.9918442
"Ambitious",2028,"Tennessee","Light Truck",121127119.383908
"Ambitious",2028,"Texas","Car",312596803.332231
"Ambitious",2028,"Texas","Light Truck",730351514.794007
"Ambitious",2028,"Utah","Car",45280017.0681702
"Ambitious",2028,"Utah","Light Truck",110557845.426138
"Ambitious",2028,"Vermont","Car",9652346.29037071
"Ambitious",2028,"Vermont","Light Truck",22885642.1995973
"Ambitious",2028,"Virginia","Car",107683127.41489
"Ambitious",2028,"Virginia","Light Truck",240442768.873363
"Ambitious",2028,"Washington","Car",173120599.978463
"Ambitious",2028,"Washington","Light Truck",366214262.898056
"Ambitious",2028,"West Virginia","Car",8191197.56825607
"Ambitious",2028,"West Virginia","Light Truck",18661324.4241438
"Ambitious",2028,"Wisconsin","Car",46349035.2040576
"Ambitious",2028,"Wisconsin","Light Truck",109322096.406196
"Ambitious",2028,"Wyoming","Car",2839990.26429933
"Ambitious",2028,"Wyoming","Light Truck",6965832.33135783
"Ambitious",2029,"Alabama","Car",38568432.1484925
"Ambitious",2029,"Alabama","Light Truck",91285118.3761264
"Ambitious",2029,"Alaska","Car",6955380.72732431
"Ambitious",2029,"Alaska","Light Truck",15794085.433398
"Ambitious",2029,"Arizona","Car",116287349.327577
"Ambitious",2029,"Arizona","Light Truck",290253247.319018
"Ambitious",2029,"Arkansas","Car",21374483.3916881
"Ambitious",2029,"Arkansas","Light Truck",52353241.7469332
"Ambitious",2029,"California","Car",1381111770.81337
"Ambitious",2029,"California","Light Truck",3017689686.57324
"Ambitious",2029,"Colorado","Car",130822942.303184
"Ambitious",2029,"Colorado","Light Truck",325811109.38426
"Ambitious",2029,"Connecticut","Car",51174305.4453497
"Ambitious",2029,"Connecticut","Light Truck",122192838.57789
"Ambitious",2029,"Delaware","Car",15269300.9118128
"Ambitious",2029,"Delaware","Light Truck",35092111.0161782
"Ambitious",2029,"District of Columbia","Car",11083034.6521916
"Ambitious",2029,"District of Columbia","Light Truck",25352491.7511727
"Ambitious",2029,"Florida","Car",395519291.832641
"Ambitious",2029,"Florida","Light Truck",905460948.513253
"Ambitious",2029,"Georgia","Car",158711347.951928
"Ambitious",2029,"Georgia","Light Truck",364541355.652331
"Ambitious",2029,"Hawaii","Car",27782631.639167
"Ambitious",2029,"Hawaii","Light Truck",61095286.8680383
"Ambitious",2029,"Idaho","Car",18747119.944345
"Ambitious",2029,"Idaho","Light Truck",47104461.5702133
"Ambitious",2029,"Illinois","Car",176558598.067082
"Ambitious",2029,"Illinois","Light Truck",419291927.728457
"Ambitious",2029,"Indiana","Car",63608608.5830629
"Ambitious",2029,"Indiana","Light Truck",150596389.815057
"Ambitious",2029,"Iowa","Car",26115121.3406561
"Ambitious",2029,"Iowa","Light Truck",64448398.5710938
"Ambitious",2029,"Kansas","Car",26674569.6040261
"Ambitious",2029,"Kansas","Light Truck",65905761.0700289
"Ambitious",2029,"Kentucky","Car",35650631.7378732
"Ambitious",2029,"Kentucky","Light Truck",84353522.745684
"Ambitious",2029,"Louisiana","Car",29013336.8818352
"Ambitious",2029,"Louisiana","Light Truck",71281554.2656141
"Ambitious",2029,"Maine","Car",16051141.6656986
"Ambitious",2029,"Maine","Light Truck",38282186.6399516
"Ambitious",2029,"Maryland","Car",118385633.625961
"Ambitious",2029,"Maryland","Light Truck",270926134.299682
"Ambitious",2029,"Massachusetts","Car",118849889.627221
"Ambitious",2029,"Massachusetts","Light Truck",283789062.022975
"Ambitious",2029,"Michigan","Car",112062966.167286
"Ambitious",2029,"Michigan","Light Truck",265625729.583241
"Ambitious",2029,"Minnesota","Car",75188010.7498901
"Ambitious",2029,"Minnesota","Light Truck",186145283.191215
"Ambitious",2029,"Mississippi","Car",18073940.5983125
"Ambitious",2029,"Mississippi","Light Truck",43048392.8854244
"Ambitious",2029,"Missouri","Car",59584055.9941558
"Ambitious",2029,"Missouri","Light Truck",147294810.855469
"Ambitious",2029,"Montana","Car",10657699.6699055
"Ambitious",2029,"Montana","Light Truck",26805205.5139142
"Ambitious",2029,"Nebraska","Car",17774231.0477107
"Ambitious",2029,"Nebraska","Light Truck",43896529.4411583
"Ambitious",2029,"Nevada","Car",63386691.2562189
"Ambitious",2029,"Nevada","Light Truck",157960936.006682
"Ambitious",2029,"New Hampshire","Car",17704777.6009426
"Ambitious",2029,"New Hampshire","Light Truck",42267633.5229055
"Ambitious",2029,"New Jersey","Car",206226148.346581
"Ambitious",2029,"New Jersey","Light Truck",483770399.863279
"Ambitious",2029,"New Mexico","Car",20574403.4693668
"Ambitious",2029,"New Mexico","Light Truck",51646613.5765504
"Ambitious",2029,"New York","Car",257924013.125874
"Ambitious",2029,"New York","Light Truck",605705819.131953
"Ambitious",2029,"North Carolina","Car",134008571.651458
"Ambitious",2029,"North Carolina","Light Truck",308923689.928399
"Ambitious",2029,"North Dakota","Car",5699452.13552098
"Ambitious",2029,"North Dakota","Light Truck",14020196.8082037
"Ambitious",2029,"Ohio","Car",115208930.741003
"Ambitious",2029,"Ohio","Light Truck",272885594.180341
"Ambitious",2029,"Oklahoma","Car",41550759.593687
"Ambitious",2029,"Oklahoma","Light Truck",100498620.607636
"Ambitious",2029,"Oregon","Car",84763096.2471131
"Ambitious",2029,"Oregon","Light Truck",187021551.472289
"Ambitious",2029,"Pennsylvania","Car",144104596.89182
"Ambitious",2029,"Pennsylvania","Light Truck",338687340.695697
"Ambitious",2029,"Rhode Island","Car",12693886.2180573
"Ambitious",2029,"Rhode Island","Light Truck",30280523.4538661
"Ambitious",2029,"South Carolina","Car",50234694.4216143
"Ambitious",2029,"South Carolina","Light Truck",116620575.55496
"Ambitious",2029,"South Dakota","Car",6633919.07584044
"Ambitious",2029,"South Dakota","Light Truck",16345395.78654
"Ambitious",2029,"Tennessee","Car",71584838.5558837
"Ambitious",2029,"Tennessee","Light Truck",168336928.019323
"Ambitious",2029,"Texas","Car",407131700.139975
"Ambitious",2029,"Texas","Light Truck",980012017.854656
"Ambitious",2029,"Utah","Car",57902161.8367253
"Ambitious",2029,"Utah","Light Truck",144489358.294377
"Ambitious",2029,"Vermont","Car",12411811.2376033
"Ambitious",2029,"Vermont","Light Truck",29646584.6860533
"Ambitious",2029,"Virginia","Car",138484765.779314
"Ambitious",2029,"Virginia","Light Truck",317592452.83902
"Ambitious",2029,"Washington","Car",213329298.897879
"Ambitious",2029,"Washington","Light Truck",469294832.346303
